layer,manufacturer,model,product_url,datasheet_url,datasheet_local,price_EUR,price_source,Voltage_V,Rated_Torque_Nm,Peak_Torque_Nm,Max_Momentary_Torque_Nm,Rated_Speed_RPM,Max_Speed_RPM,Rated_Power_W,Weight_kg,Diameter_mm,Length_mm,Reducer_or_Ratio,Kt_raw_Nm_per_A,Kt_ref,Kv_raw,Kv_unit,Kv_ref,R_raw_ohm,R_ref,Winding,Pole_Pairs,Cont_Current_A,Peak_Current_A,IP,Communication,Notes,Source
actuator,CubeMars,AK60-6 V1.1 KV140,https://www.cubemars.com/product/ak60-6-v1-1-kv80-robotic-actuator.html,,,,V1.1 page listed at $298.9 (KV80); KV140 variant price not separately shown,24,3,9,,420,560,130,0.368,79,39.5,planetary 6:1,,,140,rpm/V,unknown,,,,,6.5,22.7,,CAN / UART,Mechanical specs from on-page CubeMars product-comparison table; electrical constants (Kt/Kv/R/winding/pole-pairs) not individually fetched. Nominal KV in model name. Currents ADC. Single encoder. KV140 winding variant.,https://www.cubemars.com/
actuator,CubeMars,AK60-6 V1.1 KV80,https://www.cubemars.com/product/ak60-6-v1-1-kv80-robotic-actuator.html,,,262,$298.9 USD x0.876,24,3,9,,233,320,74,0.368,79,39.5,planetary 6:1,,,80,rpm/V,unknown,,,,,3.8,13.1,,CAN / UART,Mechanical specs from on-page CubeMars product-comparison table; electrical constants (Kt/Kv/R/winding/pole-pairs) not individually fetched. Nominal KV in model name. Currents ADC. Single encoder.,https://www.cubemars.com/
actuator,CubeMars,AK45-36 V3.0 KV80,https://www.cubemars.com/product/ak45-36-v3-0-kv80-robotic-actuator.html,,,163,$185.9 USD x0.876,24,8,24,,40,52,33.5,0.349,55,56.5,planetary 36:1,,,80,rpm/V,unknown,,,,,2,6.5,,CAN / UART,Mechanical specs from on-page CubeMars product-comparison table; electrical constants (Kt/Kv/R/winding/pole-pairs) not individually fetched. Nominal KV in model name. Currents ADC. Dual encoder.,https://www.cubemars.com/
actuator,CubeMars,AK45-10 V3.0 KV75,https://www.cubemars.com/product/ak45-10-v3-0-kv75-robotic-actuator.html,,,137,$155.9 USD x0.876,24,2.5,7,,120,180,39,0.262,53,45.2,planetary 10:1,,,75,rpm/V,unknown,,,,,1.9,5,,CAN / UART,Mechanical specs from on-page CubeMars product-comparison table; electrical constants (Kt/Kv/R/winding/pole-pairs) not individually fetched. Nominal KV in model name. Currents ADC. Dual encoder.,https://www.cubemars.com/
actuator,CubeMars,AK40-10 V3.0 KV170,https://www.cubemars.com/product/ak40-10-v3-0-kv170-robotic-actuator.html,,,119,$135.9 USD x0.876,24,1.3,4.1,,370,435,50,0.19,53,40.2,planetary 10:1,,,170,rpm/V,unknown,,,,,2.7,7.3,,CAN / UART,Mechanical specs from on-page CubeMars product-comparison table; electrical constants (Kt/Kv/R/winding/pole-pairs) not individually fetched. Nominal KV in model name. Currents ADC. Dual encoder.,https://www.cubemars.com/
actuator,CubeMars,AK45-36 KV80,https://www.cubemars.com/product/AK45-36.html,,,131,"$149.9-$185.9 USD, low bound x0.876",24,8,24,,40,52,33,0.34,55,54,planetary 36:1,,,80,rpm/V,unknown,,,,,2,6.5,,CAN / UART,Mechanical specs from on-page CubeMars product-comparison table; electrical constants (Kt/Kv/R/winding/pole-pairs) not individually fetched. Nominal KV in model name. Currents ADC. Single encoder (V1 generation).,https://www.cubemars.com/
actuator,CubeMars,AK45-10 KV75,https://www.cubemars.com/product/AK45-10-robotic-actuatuor.html,,,105,"$119.9-$155.9 USD, low bound x0.876",24,2.5,7,,150,180,39,0.26,53,43,planetary 10:1,,,75,rpm/V,unknown,,,,,2.1,5,,CAN / UART,Mechanical specs from on-page CubeMars product-comparison table; electrical constants (Kt/Kv/R/winding/pole-pairs) not individually fetched. Nominal KV in model name. Currents ADC. Single encoder (V1 generation).,https://www.cubemars.com/
actuator,CubeMars,AK40-10 KV170,https://www.cubemars.com/product/ak40-10-robotic-actuator.html,,,88,"$99.9-$135.9 USD, low bound x0.876",24,1.3,4.1,,370,435,59,0.185,53,37,planetary 10:1,,,170,rpm/V,unknown,,,,,2.7,7.3,,CAN / UART,Mechanical specs from on-page CubeMars product-comparison table; electrical constants (Kt/Kv/R/winding/pole-pairs) not individually fetched. Nominal KV in model name. Currents ADC. Single encoder (V1 generation).,https://www.cubemars.com/
actuator,CubeMars,AKH70-48 V1.0 KV41,https://www.cubemars.com/categorys/akh-series-hollow-shaft-planetary-actuator,,,,,48,74,222,,28,35,217,1.396,90,81.5,planetary 48:1,,,41,rpm/V,unknown,,,,,6,21,,CAN / UART,Mechanical specs from on-page CubeMars product-comparison table; electrical constants (Kt/Kv/R/winding/pole-pairs) not individually fetched. Nominal KV in model name. Currents ADC. Hollow-shaft planetary module. product_url = category page (individual page not retrieved). Dual encoder.,https://www.cubemars.com/
actuator,CubeMars,AKH70-16 V1.0 KV41,https://www.cubemars.com/categorys/akh-series-hollow-shaft-planetary-actuator,,,,,48,26,85,,90,105,245,0.879,90,60.5,planetary 16:1,,,41,rpm/V,unknown,,,,,6.5,23,,CAN / UART,Mechanical specs from on-page CubeMars product-comparison table; electrical constants (Kt/Kv/R/winding/pole-pairs) not individually fetched. Nominal KV in model name. Currents ADC. Hollow-shaft planetary module. product_url = category page (individual page not retrieved). Dual encoder.,https://www.cubemars.com/
actuator,CubeMars,AKA10-9 KV60,https://www.cubemars.com/categorys/aka-series-robotic-actuator,,,,,48,18,53,,109,320,205,1.06,100,70,planetary 9:1,,,60,rpm/V,unknown,,,,,10.6,32,,CAN / UART,Mechanical specs from on-page CubeMars product-comparison table; electrical constants (Kt/Kv/R/winding/pole-pairs) not individually fetched. Nominal KV in model name. Currents ADC. product_url = category page (individual page not retrieved). Single encoder.,https://www.cubemars.com/
actuator,CubeMars,AKA60-6 KV80,https://www.cubemars.com/categorys/aka-series-robotic-actuator,,,,,24/48,3,9,,400,640,62,0.46,80,51.2,planetary 6:1,,,80,rpm/V,unknown,,,,,4,11.2,,CAN / UART,Mechanical specs from on-page CubeMars product-comparison table; electrical constants (Kt/Kv/R/winding/pole-pairs) not individually fetched. Nominal KV in model name. Currents ADC. @24V rated speed 200 / no-load 320. product_url = category page. Single encoder.,https://www.cubemars.com/
actuator,CubeMars,AKE90-8 KV35,https://www.cubemars.com/product/ake90-8-kv35-quasi-direct-drive-actuator.html,https://www.cubemars.com/data/cms/202602/ake90-8-quasi-direct-drive-2d-drawing.pdf,ake90-8-quasi-direct-drive-2d-drawing.pdf,424,$483.9 USD (cubemars.com) x0.876,48,55,170,,120,210,700,1.4,107.5,43.5,planetary 8:1,0.272,unknown,35,rpm/V,unknown,0.164,terminal_ll,delta,21,21,72,,"none (QDD, no encoder/driver board)","Wording: 'Rated torque' 55Nm, 'Peak torque' 170Nm (no max-momentary published) - CubeMars DOES publish a 55Nm rated/continuous torque. R: page column mislabeled 'MOhm', value 164 is milliohms=0.164ohm (sister AKE80/60 label same column 'mOhm'; insulation R is a separate 10MOhm row). WINDING=delta (published) - contradicts existing motors.csv note suggesting wye. Ke 0.0285 V/rpm(=28.5 V/krpm), L 235uH, J 3377 gcm2, Km 0.67372, insulation H, backlash 9 arcmin. Kt/Kv/R=motor-frame(pre 8:1); torque/speed=output. Currents ADC.",https://www.cubemars.com/
actuator,CubeMars,AKE80-8 KV30,https://www.cubemars.com/product/ake80-8-kv30-quasi-direct-drive-actuator.html,https://www.cubemars.com/data/cms/202602/ake80-8-quasi-direct-drive-2d-drawing.pdf,ake80-8-quasi-direct-drive-2d-drawing.pdf,298,$339.9 USD x0.876,48,12,30,,150,195,188,0.57,87,32,planetary 8:1,0.32,unknown,30,rpm/V,unknown,0.87,terminal_ll,wye,21,4.8,12,,"none (QDD, no encoder/driver board)","Wording 'Rated torque' 12Nm / 'Peak torque' 30Nm. Winding=star(=wye), R correctly labeled mOhm. Ke 33 V/krpm, L 990uH, J 1471.75, Km 0.34, insulation F, backlash 9 arcmin. Kt/Kv/R=motor-frame(pre 8:1). Currents ADC.",https://www.cubemars.com/
actuator,CubeMars,AKE60-8 KV80,https://www.cubemars.com/product/ake60-8-kv80-quasi-direct-drive-actuator.html,https://www.cubemars.com/data/cms/202602/ake60-8-quasi-direct-drive-2d-drawing.pdf,ake60-8-quasi-direct-drive-2d-drawing.pdf,192,$218.9 USD x0.876,24,5,12.5,,180,240,95,0.26,69,25,planetary 8:1,0.13,unknown,80,rpm/V,unknown,0.577,terminal_ll,wye,14,4.8,12,,"none (QDD, no encoder/driver board)","Wording 'Rated torque' 5Nm / 'Peak torque' 12.5Nm. Winding=star(=wye). 24V. Ke 12.5 V/krpm, L 704uH, J 647.39, Km 0.15, insulation F, backlash 9 arcmin. Kt/Kv/R=motor-frame(pre 8:1). Currents ADC.",https://www.cubemars.com/
motor,CubeMars,RI100 KV105,https://www.cubemars.com/product/ri100-kv105-frameless-inrunner-torque-motor.html,https://www.cubemars.com/data/cms/202602/ri100-frameless-torque-motor-without-hall-sensor-2d-drawing.pdf,ri100-frameless-torque-motor-without-hall-sensor-2d-drawing.pdf,130,"$148.9-$163.9 USD, low bound x0.876",24/36/48,1.76,4.95,,2825,4368,,0.5,,,none (frameless),0.129,unknown,105,rpm/V,unknown,0.126,terminal_ll,delta,14,13.6,38.6,,optional Hall,"Frameless inrunner torque motor. Multi-voltage 24/36/48V (rated torque & current voltage-independent; speed scales). Rated_Speed/Max_Speed @48V. R = phase-to-phase. Optional Hall. Currents ADC. Rated speed 1370/2100/2825, no-load 2184/3276/4368. Ke 10.47, L 366.7uH, J 215.5, Km 0.3634, insulation C. Diameter/length not in spec text (see 2D drawing).",https://www.cubemars.com/
motor,CubeMars,RI80 V2.0 KV75,https://www.cubemars.com/product/ri80-v2-0-kv75-frameless-inrunner-torque-motor.html,https://www.cubemars.com/data/cms/202602/ri80-v2-frameless-torque-motor-with-hall-sensor-2d-drawing.pdf,ri80-v2-frameless-torque-motor-with-hall-sensor-2d-drawing.pdf,116,"$132.9-$147.9 USD, low bound x0.876",24/36/48,1.45,4.1,,2430,2960,,0.411,,,none (frameless),0.155,unknown,75,rpm/V,unknown,0.33,terminal_ll,delta,8,9.4,27.6,,optional Hall,"Frameless inrunner torque motor. Multi-voltage 24/36/48V (rated torque & current voltage-independent; speed scales). Rated_Speed/Max_Speed @48V. R = phase-to-phase. Optional Hall. Currents ADC. Rated speed 1135/1785/2430, no-load 1480/2220/2960. Ke 15.5, L 510uH, J 212.49, Km 0.2698, insulation C. Diameter/length not in spec text.",https://www.cubemars.com/
motor,CubeMars,RI70 KV95,https://www.cubemars.com/product/ri70-kv95-frameless-inrunner-torque-motor.html,https://www.cubemars.com/data/cms/202602/ri70-frameless-torque-motor-with-hall-sensor-2d-drawing.pdf,ri70-frameless-torque-motor-with-hall-sensor-2d-drawing.pdf,109,"$123.9-$138.9 USD, low bound x0.876",24/36/48,0.94,2.68,,2710,3912,,0.2704,,,none (frameless),0.13,unknown,95,rpm/V,unknown,0.418,terminal_ll,delta,14,7.1,21,,optional Hall,"Frameless inrunner torque motor. Multi-voltage 24/36/48V (rated torque & current voltage-independent; speed scales). Rated_Speed/Max_Speed @48V. R = phase-to-phase. Optional Hall. Currents ADC. Rated speed 1270/1990/2710, no-load 1956/2934/3912. Ke 11.69, L 622.7uH, J 92.15, Km 0.2011, insulation C. Marketing text cites ~76mm OD x ~24mm (approx; not in spec table).",https://www.cubemars.com/
motor,CubeMars,RI60 KV120,https://www.cubemars.com/product/ri60-kv120-frameless-inrunner-torque-motor.html,https://www.cubemars.com/data/cms/202602/ri60-frameless-torque-motor-with-hall-sensor-2d-drawing.pdf,ri60-frameless-torque-motor-with-hall-sensor-2d-drawing.pdf,87,"$98.9-$113.9 USD, low bound x0.876",24/36/48,0.57,1.63,,3190,5064,,0.1559,60,23,none (frameless),0.1,unknown,120,rpm/V,unknown,0.9,terminal_ll,delta,14,5.6,16.8,,optional Hall,"Frameless inrunner torque motor. Multi-voltage 24/36/48V (rated torque & current voltage-independent; speed scales). Rated_Speed/Max_Speed @48V. R = phase-to-phase. Optional Hall. Currents ADC. Rated speed 1440/2320/3190, no-load 2532/3798/5064. Ke 9.03, L 877.5uH, J 33.05, Km 0.1054, insulation C. Size Phi60x23mm (marketing).",https://www.cubemars.com/
motor,CubeMars,RI50 KV100,https://www.cubemars.com/product/ri50-kv100-frameless-inrunner-torque-motor.html,https://www.cubemars.com/data/cms/202602/ri50-frameless-torque-motor-with-hall-sensor-2d-drawing.pdf,ri50-frameless-torque-motor-with-hall-sensor-2d-drawing.pdf,54,"$61.9-$76.9 USD, low bound x0.876",24/36/48,0.58,1.67,,2600,4008,,0.1808,54,27,none (frameless),0.12,unknown,100,rpm/V,unknown,1.42,terminal_ll,wye,7,4.8,14.8,,optional Hall,"Frameless inrunner torque motor. Multi-voltage 24/36/48V (rated torque & current voltage-independent; speed scales). Rated_Speed/Max_Speed @48V. R = phase-to-phase. Optional Hall. Currents ADC. Rated speed 1090/1860/2600, no-load 2004/3006/4008. Ke 11.41, L 1500uH, J 22.8, Km 0.1007, winding=star(=wye). Size Phi54x27mm (marketing).",https://www.cubemars.com/
motor,CubeMars,RO100 KV55 Standard-with-hall,https://www.cubemars.com/product/ro100-kv55-standard-with-hall-frameless-torque-motor.html,https://www.cubemars.com/data/cms/202602/ro100-kv55-frameless-torque-motor-2d-drawing.pdf,ro100-kv55-frameless-torque-motor-2d-drawing.pdf,151,$171.9 USD x0.876,48,4,12,,2000,2550,,0.71,,,none (frameless),0.2,unknown,55,rpm/V,unknown,0.143,terminal_ll,wye,21,20,62,,Hall + temp sensor,"Frameless outrunner torque motor. R = phase-to-phase. Currents ADC. Standard version (710g; Lite 525g). Ke 18.67, L 137uH, J 8700gcm2(std), Km 0.53, cogging 55Nmm, insulation F. Diameter/length not in spec text (see 2D drawing).",https://www.cubemars.com/
motor,CubeMars,RO80 KV105 Standard-with-hall,https://www.cubemars.com/product/ro80-kv105-standard-with-hall-frameless-torque-motor.html,https://www.cubemars.com/data/cms/202602/ro80-kv105-frameless-torque-motor-2d-drawing.pdf,ro80-kv105-frameless-torque-motor-2d-drawing.pdf,101,$114.9 USD x0.876,48,1.3,4,,3600,5040,,0.352,,,none (frameless),0.087,unknown,105,rpm/V,unknown,0.12,terminal_ll,delta,21,15,50,,Hall + temp sensor,"Frameless outrunner torque motor. R = phase-to-phase. Currents ADC. Standard version (352g; Lite 265g). Ke 9.07, L 103uH, J 2612gcm2(std), Km 0.25, cogging 24Nmm, insulation F. Diameter/length not in spec text.",https://www.cubemars.com/
motor,CubeMars,RO60 KV115 Standard-with-hall,https://www.cubemars.com/product/ro60-kv115-standard-with-hall-frameless-torque-motor.html,https://www.cubemars.com/data/cms/202602/ro60-kv115-frameless-torque-motor-2d-drawing.pdf,ro60-kv115-frameless-torque-motor-2d-drawing.pdf,75,$85.9 USD x0.876,48,0.8,2.4,,4200,5520,,0.248,,,none (frameless),0.094,unknown,115,rpm/V,unknown,0.3,terminal_ll,wye,14,8.5,40,,Hall + temp sensor,"Frameless outrunner torque motor. R = phase-to-phase. Currents ADC. Standard version (248g; Lite 195g). Ke 8.28, L 395uH, J 1161gcm2(std), Km 0.17, cogging 15Nmm, insulation F. Diameter/length not in spec text.",https://www.cubemars.com/
motor,CubeMars,RO50 KV108 Lite,https://www.cubemars.com/product/ro50-kv108-lite-without-hall-frameless-torque-motor.html,https://www.cubemars.com/data/cms/202606/ro50-kv108-lite-frameless-torque-motor-2d-drawing.pdf,ro50-kv108-lite-frameless-torque-motor-2d-drawing.pdf,58,$65.9 USD x0.876,24,0.3,0.9,,2100,2600,66,0.105,61.7,14.5,none (frameless),0.088,unknown,108,rpm/V,unknown,1.035,terminal_ll,unknown,14,3.4,0.9,,no hall (Lite),"Frameless outrunner torque motor. R = phase-to-phase. Currents ADC. Lite/no-hall. Size Phi61.7x14.5mm. Rated_Power = 'Maximum Continuous Power' 66W. Ke 9.2, L 460uH, J 327.21, Km 0.087. PEAK CURRENT 0.9A appears to be a datasheet typo (< rated 3.4A). Winding not published.",https://www.cubemars.com/
motor,CubeMars,RO40 KV140 Lite,https://www.cubemars.com/product/ro40-kv140-lite-without-hall-frameless-torque-motor.html,https://www.cubemars.com/data/cms/202606/ro40-kv140-lite-frameless-torque-motor-2d-drawing.pdf,ro40-kv140-lite-frameless-torque-motor-2d-drawing.pdf,45,$51.9 USD x0.876,24,0.2,0.6,,2450,3400,51,0.06,46.3,13,none (frameless),0.068,unknown,141,rpm/V,unknown,1.7,terminal_ll,unknown,14,2.85,11.6,,no hall (Lite),"Frameless outrunner torque motor. R = phase-to-phase. Currents ADC. Lite. Title 'KV140'; spec Kv=141. Size Phi46.3x13mm. Rated_Power='Maximum Continuous Power' 51W. Ke 7, L 580uH, J 122.11, Km published 0.52 (inconsistent, computes ~0.05), cogging 6Nmm. Winding not published.",https://www.cubemars.com/
motor,CubeMars,GL30 KV290,https://www.cubemars.com/product/gl30-kv290-gimbal-motor.html,https://www.cubemars.com/data/cms/202602/gl30-gimbal-motor-with-encoder-2d-drawing.pdf,gl30-gimbal-motor-with-encoder-2d-drawing.pdf,45,"$50.99-$75.99 USD, low bound x0.876",12,0.08,0.28,,1990,3060,,0.041,34.5,15.7,none (direct drive),0.038,unknown,255,rpm/V,unknown,1.53,terminal_ll,wye,7,2.13,7.4,,,"Gimbal motor. R = phase-to-phase. Currents ADC. Model title 'KV290' but spec table Kv=255. Ke 3.73, L 330uH, J 24.2, Km 0.0307, insulation H. Size Phi34.5x15.7mm.",https://www.cubemars.com/
motor,CubeMars,GL35 KV100,https://www.cubemars.com/product/gl35-kv100-gimbal-motor.html,https://www.cubemars.com/data/cms/202602/gl35-gimbal-motor-no-encoder-2d-drawing.pdf,gl35-gimbal-motor-no-encoder-2d-drawing.pdf,48,"$54.99-$79.99 USD, low bound x0.876",16,0.15,0.46,,815,1320,,0.09,41.8,21,none (direct drive),0.115,unknown,82.5,rpm/V,unknown,3.6,terminal_ll,wye,7,1.3,4,,,"Gimbal motor. R = phase-to-phase. Currents ADC. Model title 'KV100' but spec Kv=82.5. Ke 11.54, L 2100uH, J 61, Km 0.0606, insulation H. Size Phi41.8x21mm.",https://www.cubemars.com/
motor,CubeMars,GL40 KV70,https://www.cubemars.com/product/gl40-kv70-gimbal-motor.html,https://www.cubemars.com/data/cms/202602/gl40-gimbal-motor-2d-drawing.pdf,gl40-gimbal-motor-2d-drawing.pdf,64,"$72.99-$97.99 USD, low bound x0.876",16,0.25,0.5,,430,1015,,0.107,46.5,21.5,none (direct drive),0.15,unknown,63.5,rpm/V,unknown,4.5,terminal_ll,wye,14,1.62,3.3,,,"Gimbal motor. R = phase-to-phase. Currents ADC. KV70 winding variant (spec Kv=63.5). Ke 15, L 1800uH, J 74, Km 0.0707, insulation H. Size Phi46.5x21.5mm. Page also lists a KV210 variant (separate row).",https://www.cubemars.com/
motor,CubeMars,GL40 KV210,https://www.cubemars.com/product/gl40-kv70-gimbal-motor.html,https://www.cubemars.com/data/cms/202602/gl40-gimbal-motor-2d-drawing.pdf,gl40-gimbal-motor-2d-drawing.pdf,,same page/price as GL40 KV70 ($72.99-$97.99 USD); winding variant,16,0.25,0.75,,2100,3120,,0.107,46.5,21.5,none (direct drive),0.05,unknown,195,rpm/V,unknown,0.5,terminal_ll,wye,14,4.9,14.9,,,"Gimbal motor. R = phase-to-phase. Currents ADC. KV210 winding variant of GL40 (spec Kv=195). Ke 4.88, L 180uH, J 74, Km 0.0707.",https://www.cubemars.com/
motor,CubeMars,GL60 KV25,https://www.cubemars.com/product/gl60-kv25-gimbal-motor.html,https://www.cubemars.com/data/cms/202602/gl60-gimbal-motor-2d-drawing.pdf,gl60-gimbal-motor-2d-drawing.pdf,95,"$108.99-$133.99 USD, low bound x0.876",24,0.6,1.75,,310,516,,0.23,69,22.3,none (direct drive),0.45,unknown,25,rpm/V,unknown,5.5,terminal_ll,wye,14,1.35,4,,,"Gimbal motor. R = phase-to-phase. Currents ADC. Bore 20mm. L 2720uH, J 355. Size Dia69x22.3mm.",https://www.cubemars.com/
motor,CubeMars,GL80 KV30,https://www.cubemars.com/product/gl80-kv30-gimbal-motor.html,https://www.cubemars.com/data/cms/202602/gl80-gimbal-motor-2d-drawing.pdf,gl80-gimbal-motor-2d-drawing.pdf,159,$181.99 USD x0.876,24,1,2.9,,450,650,,0.315,87,22.3,none (direct drive),0.356,unknown,27,rpm/V,unknown,1.8,terminal_ll,wye,21,2.8,8.2,,,"Gimbal motor. R = phase-to-phase. Currents ADC. Model title 'KV30' but spec Kv=27. Ke 35.27, L 1100uH, J 650, Km 0.2653, insulation H. Size Phi87x22.3mm. Page also lists KV60 variant (separate row).",https://www.cubemars.com/
