layer,manufacturer,model,product_url,datasheet_url,datasheet_local,price_EUR,price_source,Voltage_V,Rated_Torque_Nm,Peak_Torque_Nm,Max_Momentary_Torque_Nm,Rated_Speed_RPM,Max_Speed_RPM,Rated_Power_W,Weight_kg,Diameter_mm,Length_mm,Reducer_or_Ratio,Kt_raw_Nm_per_A,Kt_ref,Kv_raw,Kv_unit,Kv_ref,R_raw_ohm,R_ref,Winding,Pole_Pairs,Cont_Current_A,Peak_Current_A,IP,Communication,Notes,Source
actuator,SteadyWin,GIM4305-10,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~40,1.05,3.82,,312,402,52.32,0.15,53,32,10:1 planetary,0.39,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),16.75,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),1.113,phase-to-phase,Wye,14,2.18,14.99,IP54,CAN&485,Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A'),SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download)
actuator,SteadyWin,GIM4310-10,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,95.77,"OpenELAB from-price, base config (driver optional)",12~40,1.63,7.98,,101,212,31.2,0.227,53,38,10:1 planetary,2.61,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),8.8333,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),1.961,phase-to-phase,Wye,14,1.3,10.67,IP54,CAN&485,Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | per-model PDF pack: datasheets/robstride-steadywin/steadywin_docs/Planetary Reduction Motor/GIM4310-10/,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim4310-10-joint-motor
actuator,SteadyWin,GIM4310-36,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~40,6.24,25.43,,40,64.2,43.92,0.31,55,47,36:1 planetary,3.19,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),2.675,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),1.8596,phase-to-phase,Wye,14,1.83,10.57,IP54,CAN&485,Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A'),SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download)
actuator,SteadyWin,GIM4310-40,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~40,8.5,30.59,,70,86,88.8,0.3645,57,56,40:1 planetary,1.7889,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),3.5833,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.269,phase-to-phase,Wye,14,3.7,17.1,IP54,CAN&485,Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A'),SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download)
actuator,SteadyWin,GIM4315-8,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,68.57,"OpenELAB from-price, base config (driver optional)",12~40,1.6,14.25,,403,405,44.64,0.3715,57,58,8:1 planetary,0.96,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),16.875,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),1.5,phase-to-phase,Delta,14,1.86,19.5,IP54,CAN&485,Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A'),SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim4315-8-brushless-actuator
actuator,SteadyWin,GIM6010-6,https://steadywin-motor.com/products/gim6010-6,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~48,3.3,8,,320,450,232.8,0.318,76,35,6:1 planetary,0.34,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),18.75,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.55,phase-to-phase,Delta,14,9.7,23.5294,IP54,CAN,"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 1.8/peak 8.86 Nm, R=0.61 ohm, Kt=0.62, rated I=3.63 A",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download)
actuator,SteadyWin,GIM6010-8,https://steadywin-motor.com/products/built-in-star-gear-motor-motor-robot-joint-driver-actuator-controller-motor,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,87.95,"OpenELAB from-price, base config (driver optional)",12~56,5,11,,120,420,252,0.388,80,40,8:1 planetary,0.47,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),11.5417,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.44,phase-to-phase,Wye,14,10.5,23.4043,IP54,CAN,"Rated V=24; dims/weight incl. driver; driver encoder 16bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 4.2/peak 11.27 Nm, R=0.44 ohm, Kt=0.65, rated I=2.87 A | per-model PDF pack: datasheets/robstride-steadywin/steadywin_docs/Planetary Reduction Motor/GIM6010-8/",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim6010-8-robot-motor
actuator,SteadyWin,GIM6010-36,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~48,18,41,,85,97,220.8,0.574,76,56.50,36:1 planetary,4.38,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),2.1875,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.6,phase-to-phase,Wye,14,4.6,9.3,IP54,CAN,"Rated V=48; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 17.6/peak 52.48 Nm, R=0.6 ohm, Kt=4.3, rated I=4.38 A",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download)
actuator,SteadyWin,GIM6010-48,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~40,27,55.9,,38,49,156,0.7769,80,67.5,48:1 planetary,4.53,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),1.9792,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.42,phase-to-phase,Wye,14,6.5,13.5,IP54,CAN & 485,"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 26.2/peak 74.8 Nm, R=0.443 ohm, Kt=4.7, rated I=3.3 A",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download)
actuator,SteadyWin,GIM8108-6,https://steadywin-motor.com/products/cheetah-quadruped-robot-dog-high-torque-brushless-reduce-gear-motor-exoskeleton-industrial-robot-arm,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~48,5.18,26.32,,336,372,223.2,0.567,96,41.5,6:1 planetary,0.98,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),7.75,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.774,phase-to-phase,Wye,21,4.65,47.37,IP54,CAN & 485,Rated V=48; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A'),SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download)
actuator,SteadyWin,GIM8108-8,https://steadywin-motor.com/products/planetary-reduction-motor-robot-dog-humanoid-robot-joint-module-flat-thin-large-torque,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,97.85,"OpenELAB from-price, base config (driver optional)",12~56,7.5,22,,110,320,336,0.396,92,55,8:1 planetary,1,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),6.0417,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.67,phase-to-phase,Wye,21,7,22,IP54,CAN,"Rated V=48; dims/weight incl. driver; driver encoder 16bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 6.71/peak 23.09 Nm, R=0.72 ohm, Kt=1.19, rated I=4.78 A | per-model PDF pack: datasheets/robstride-steadywin/steadywin_docs/Planetary Reduction Motor/GIM8108-8/",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim8108-8-robot-motor
actuator,SteadyWin,GIM8108-9,https://steadywin-motor.com/products/bipedal-wheeled-high-torque-mechanical-dog-assisted-rehabilitation-exoskeleton-system-high-precision-driver,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~48,8.19,27.38,,207,242,192,0.567,96,41.5,9:1 planetary,1.83,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),5.0417,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.73,phase-to-phase,Wye,21,4,19.8,IP54,CAN,Rated V=48; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A'),SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download)
actuator,SteadyWin,GIM8108-36,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~48,32.76,109.5,,51,60,192,0.76,96,57,36:1 planetary,7.32,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),1.25,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.72,phase-to-phase,Wye,21,4,19.8,IP54,CAN,"Rated V=48; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 25/peak 130.2 Nm, R=0.72 ohm, Kt=4, rated I=3.74 A",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download)
actuator,SteadyWin,GIM8108-48,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,179.45,"OpenELAB from-price, base config (driver optional)",12~36,35.5,133.5,,41,51,211.68,0.7804,92,73,48:1 planetary,7.1,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),1.0625,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.735,phase-to-phase,Wye,21,4.41,20.2,IP54,CAN & 485,Rated V=48; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A'),SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim8108-48-robot-actuator
actuator,SteadyWin,GIM8115-6,https://steadywin-motor.com/products/high-precision-and-high-torque-mechanical-dog-joint-actuator-with-high-performance-built-in-driver,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~48,8.59,36.94,,160,199,194.4,0.705,96,48.5,6:1 planetary,0.67,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),8.2917,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.364,phase-to-phase,Delta,21,8.1,44.28,IP54,CAN & 485,"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 9.1/peak 38 Nm, R=0.98 ohm, Kt=1.84, rated I=4.8 A",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download)
actuator,SteadyWin,GIM8115-9,https://steadywin-motor.com/products/biped-wheeled-large-torque-mechanical-dog-joint-actuator-high-performance-built-in-driver-1,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,185.90,"OpenELAB from-price, base config (driver optional)",12~48,13,40,,100,129,189.6,0.705,96,48.5,9:1 planetary,1.62,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),5.375,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.28,phase-to-phase,Delta,21,7.9,24.6914,IP54,CAN,"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 15.27/peak 54.55 Nm, R=1.05 ohm, Kt=2.25, rated I=4.55 A | per-model PDF pack: datasheets/robstride-steadywin/steadywin_docs/Planetary Reduction Motor/GIM8115-9/",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim8115-9-torque-servo
actuator,SteadyWin,GIM8115-36,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~48,45.6,132,,26,32,163.2,0.96,96,64,36:1 planetary,6.56,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),1.3333,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.98,phase-to-phase,Delta,21,6.8,20.5,IP54,CAN,"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 48/peak 190.2 Nm, R=0.351 ohm, Kt=5.8, rated I=8.53 A",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download)
actuator,SteadyWin,GIM10015-9,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,,,12~48,30,62.1,,67,104,340.8,1.372,122,57.5,9:1 planetary,2.18,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),4.3333,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.28,phase-to-phase,Delta,21,14.2,30.2,IP54,CAN,"Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | alt winding (48V): rated 20.5/peak 112 Nm, R=0.761 ohm, Kt=1.5, rated I=5.5 A",SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download)
