layer,manufacturer,model,product_url,datasheet_url,datasheet_local,price_EUR,price_source,Voltage_V,Rated_Torque_Nm,Peak_Torque_Nm,Max_Momentary_Torque_Nm,Rated_Speed_RPM,Max_Speed_RPM,Rated_Power_W,Weight_kg,Diameter_mm,Length_mm,Reducer_or_Ratio,Kt_raw_Nm_per_A,Kt_ref,Kv_raw,Kv_unit,Kv_ref,R_raw_ohm,R_ref,Winding,Pole_Pairs,Cont_Current_A,Peak_Current_A,IP,Communication,Notes,Source
actuator,ZeroErr,eRob80i (17-80),https://www.zeroerr.com/rotary_actuators/erob80i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,,,48,29,56,113,,37.5,126,1.03,80,64.2,strain wave 80:1,0.134,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V5_MC2; output Kt=Kt*ratio*eta",8.1,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.76,"line-to-line, +-10% (Table 25-1)",unknown,8,3.4,10.88,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=35Nm. Motor V5_MC2 16-pole. Module rated I 4.1A. Enc 19-bit. Ratio not in existing DB.",https://www.zeroerr.com/rotary_actuators/erob80i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob80i (17-100),https://www.zeroerr.com/rotary_actuators/erob80i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,,,48,31,70,143,,30,126,1.03,80,64.2,strain wave 100:1,0.134,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V5_MC2; output Kt=Kt*ratio*eta",8.1,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.76,"line-to-line, +-10% (Table 25-1)",unknown,8,3.4,10.88,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=51Nm. Motor V5_MC2 16-pole. Module rated I 4.1A. Enc 19-bit. Matches existing DB.",https://www.zeroerr.com/rotary_actuators/erob80i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob80i (17-120),https://www.zeroerr.com/rotary_actuators/erob80i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,,,48,31,70,112,,25,126,1.03,80,64.2,strain wave 120:1,0.134,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V5_MC2; output Kt=Kt*ratio*eta",8.1,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.76,"line-to-line, +-10% (Table 25-1)",unknown,8,3.4,10.88,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=51Nm. Motor V5_MC2 16-pole. Module rated I 4.1A. Enc 19-bit. NOTE raw anomaly: page lists max momentary 112Nm for 17-120, LOWER than 17-100 (143Nm) - captured as shown. Ratio not in existing DB.",https://www.zeroerr.com/rotary_actuators/erob80i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob90i (20-50),https://www.zeroerr.com/rotary_actuators/erob90i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,1218,"AIFITLAB reseller: from USD 1390; model-level 'from' price, config-dependent; EUR@0.876 (xe 2026-07-23)",48,33,73,127,,60,314,1.506,90,75.9,strain wave 50:1,0.14,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V3_MC2; output Kt=Kt*ratio*eta",8.3,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.31,"line-to-line, +-10% (Table 25-1)",unknown,8,6.7,21.44,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=44Nm. Motor V3_MC2 16-pole (page now V6=314W; UM V3.42 tops at V3_MC2=293W): 0.85Nm@3300rpm, L 0.86mH. Module rated I 6.7A. Earlier V3_MC1=10-pole Kt0.088/R0.22/400W. Encoder 19/20-bit; hollow bore 18mm; with-brake wt 1.639kg. Matches existing DB.",https://www.zeroerr.com/rotary_actuators/erob90i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob90i (20-80),https://www.zeroerr.com/rotary_actuators/erob90i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,1218,"AIFITLAB reseller: from USD 1390; model-level 'from' price, config-dependent; EUR@0.876 (xe 2026-07-23)",48,44,96,165,,37.5,314,1.506,90,75.9,strain wave 80:1,0.14,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V3_MC2; output Kt=Kt*ratio*eta",8.3,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.31,"line-to-line, +-10% (Table 25-1)",unknown,8,6.7,21.44,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=61Nm. Motor V3_MC2 16-pole. Module rated I 6.7A. Enc 19/20-bit. Ratio not in existing DB.",https://www.zeroerr.com/rotary_actuators/erob90i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob90i (20-100),https://www.zeroerr.com/rotary_actuators/erob90i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,1218,"AIFITLAB reseller: from USD 1390; model-level 'from' price, config-dependent; EUR@0.876 (xe 2026-07-23)",48,52,107,191,,30,314,1.506,90,75.9,strain wave 100:1,0.14,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V3_MC2; output Kt=Kt*ratio*eta",8.3,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.31,"line-to-line, +-10% (Table 25-1)",unknown,8,6.7,21.44,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=64Nm. Motor V3_MC2 16-pole. Module rated I 6.7A. Enc 19/20-bit. Matches existing DB.",https://www.zeroerr.com/rotary_actuators/erob90i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob90i (20-120),https://www.zeroerr.com/rotary_actuators/erob90i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,1218,"AIFITLAB reseller: from USD 1390; model-level 'from' price, config-dependent; EUR@0.876 (xe 2026-07-23)",48,52,113,191,,25,314,1.506,90,75.9,strain wave 120:1,0.14,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V3_MC2; output Kt=Kt*ratio*eta",8.3,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.31,"line-to-line, +-10% (Table 25-1)",unknown,8,6.7,21.44,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=64Nm. Motor V3_MC2 16-pole. Module rated I 6.7A. Enc 19/20-bit. Ratio not in existing DB.",https://www.zeroerr.com/rotary_actuators/erob90i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob110i (25-50),https://www.zeroerr.com/rotary_actuators/erob110i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,1270,"AIFITLAB reseller: from USD 1450 (base USD 1470); model-level 'from' price, config-dependent; EUR@0.876 (xe 2026-07-23)",48,51,127,242,,60,723,2.57,110,80.2,strain wave 50:1,0.134,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V6_MC2; output Kt=Kt*ratio*eta",8.1,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.084,"line-to-line, +-10% (Table 25-1)",unknown,8,18.9,50,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=72Nm. Motor V6_MC2 16-pole (current-gen, 723W matches page): 2.3Nm@3000rpm, L 0.16mH. Module rated I 18.6A (Table 3-1). With-brake wt 2.68kg. Enc 19-bit. Matches existing DB.",https://www.zeroerr.com/rotary_actuators/erob110i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob110i (25-80),https://www.zeroerr.com/rotary_actuators/erob110i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,1270,"AIFITLAB reseller: from USD 1450 (base USD 1470); model-level 'from' price, config-dependent; EUR@0.876 (xe 2026-07-23)",48,82,178,332,,37.5,723,2.57,110,80.2,strain wave 80:1,0.134,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V6_MC2; output Kt=Kt*ratio*eta",8.1,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.084,"line-to-line, +-10% (Table 25-1)",unknown,8,18.9,50,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=113Nm. Motor V6_MC2 16-pole. Module rated I 18.6A. Enc 19-bit. Ratio not in existing DB.",https://www.zeroerr.com/rotary_actuators/erob110i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob110i (25-100),https://www.zeroerr.com/rotary_actuators/erob110i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,1270,"AIFITLAB reseller: from USD 1450 (base USD 1470); model-level 'from' price, config-dependent; EUR@0.876 (xe 2026-07-23)",48,87,204,369,,30,723,2.57,110,80.2,strain wave 100:1,0.134,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V6_MC2; output Kt=Kt*ratio*eta",8.1,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.084,"line-to-line, +-10% (Table 25-1)",unknown,8,18.9,50,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=140Nm. Motor V6_MC2 16-pole. Module rated I 18.6A. Enc 19-bit. Matches existing DB.",https://www.zeroerr.com/rotary_actuators/erob110i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob110i (25-120),https://www.zeroerr.com/rotary_actuators/erob110i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,1270,"AIFITLAB reseller: from USD 1450 (base USD 1470); model-level 'from' price, config-dependent; EUR@0.876 (xe 2026-07-23)",48,87,217,395,,25,723,2.57,110,80.2,strain wave 120:1,0.134,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V6_MC2; output Kt=Kt*ratio*eta",8.1,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.084,"line-to-line, +-10% (Table 25-1)",unknown,8,18.9,50,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=140Nm. Motor V6_MC2 16-pole. Module rated I 18.6A. Enc 19-bit. Ratio not in existing DB.",https://www.zeroerr.com/rotary_actuators/erob110i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob110i (25-160),https://www.zeroerr.com/rotary_actuators/erob110i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,1270,"AIFITLAB reseller: from USD 1450 (base USD 1470); model-level 'from' price, config-dependent; EUR@0.876 (xe 2026-07-23)",48,87,229,408,,18.75,723,2.57,110,80.2,strain wave 160:1,0.134,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V6_MC2; output Kt=Kt*ratio*eta",8.1,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.084,"line-to-line, +-10% (Table 25-1)",unknown,8,18.9,50,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=140Nm. Motor V6_MC2 16-pole. Module rated I 18.6A. Enc 19-bit. Matches existing DB.",https://www.zeroerr.com/rotary_actuators/erob110i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob142i (32-50),https://www.zeroerr.com/rotary_actuators/erob142i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,1340,"AIFITLAB reseller: from USD 1530 (base USD 1550); model-level 'from' price, config-dependent; EUR@0.876 (xe 2026-07-23)",48,99,281,497,,40,1000,6.49,142,133.9,strain wave 50:1,0.153,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V3_MC1; output Kt=Kt*ratio*eta",12.2,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.069,"line-to-line, +-10% (Table 25-1)",unknown,5,26,56,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=140Nm. Motor V3_MC1 10-pole (matches Table 3-1 26A): 4.78Nm@2000rpm, L 0.37mH. Alt V4_MC2=Kt0.22/Kv13.5/R0.059/22A/71Apk. Module rated I 26A. Enc 19-bit. Matches existing DB.",https://www.zeroerr.com/rotary_actuators/erob142i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob142i (32-80),https://www.zeroerr.com/rotary_actuators/erob142i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,1340,"AIFITLAB reseller: from USD 1530 (base USD 1550); model-level 'from' price, config-dependent; EUR@0.876 (xe 2026-07-23)",48,153,395,738,,25,1000,6.49,142,133.9,strain wave 80:1,0.153,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V3_MC1; output Kt=Kt*ratio*eta",12.2,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.069,"line-to-line, +-10% (Table 25-1)",unknown,5,26,56,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=217Nm. Motor V3_MC1 10-pole. Module rated I 26A. Enc 19-bit. Ratio not in existing DB.",https://www.zeroerr.com/rotary_actuators/erob142i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob142i (32-100),https://www.zeroerr.com/rotary_actuators/erob142i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,1340,"AIFITLAB reseller: from USD 1530 (base USD 1550); model-level 'from' price, config-dependent; EUR@0.876 (xe 2026-07-23)",48,178,433,841,,20,1000,6.49,142,133.9,strain wave 100:1,0.153,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V3_MC1; output Kt=Kt*ratio*eta",12.2,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.069,"line-to-line, +-10% (Table 25-1)",unknown,5,26,56,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=281Nm. Motor V3_MC1 10-pole. Module rated I 26A. Enc 19-bit. Matches existing DB.",https://www.zeroerr.com/rotary_actuators/erob142i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob142i (32-120),https://www.zeroerr.com/rotary_actuators/erob142i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,1340,"AIFITLAB reseller: from USD 1530 (base USD 1550); model-level 'from' price, config-dependent; EUR@0.876 (xe 2026-07-23)",48,178,459,892,,16.7,1000,6.49,142,133.9,strain wave 120:1,0.153,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V3_MC1; output Kt=Kt*ratio*eta",12.2,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.069,"line-to-line, +-10% (Table 25-1)",unknown,5,26,56,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=281Nm. Motor V3_MC1 10-pole. Module rated I 26A. Enc 19-bit. Ratio not in existing DB.",https://www.zeroerr.com/rotary_actuators/erob142i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob142i (32-160),https://www.zeroerr.com/rotary_actuators/erob142i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,1340,"AIFITLAB reseller: from USD 1530 (base USD 1550); model-level 'from' price, config-dependent; EUR@0.876 (xe 2026-07-23)",48,178,484,892,,12.5,1000,6.49,142,133.9,strain wave 160:1,0.153,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V3_MC1; output Kt=Kt*ratio*eta",12.2,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.069,"line-to-line, +-10% (Table 25-1)",unknown,5,26,56,IP54,EtherCAT / CANopen / Modbus,"Avg-load torque=281Nm. Motor V3_MC1 10-pole. Module rated I 26A. Enc 19-bit. Matches existing DB.",https://www.zeroerr.com/rotary_actuators/erob142i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
actuator,ZeroErr,eRob170i (40-50),https://www.zeroerr.com/rotary_actuators/erob170i,https://dl.zeroerr.cn/static/en/eRob i-type rotary actuator parameter sheet.pdf,eRob_i-type_parameter_sheet.pdf,2015,"AIFITLAB reseller: from USD 2300 (base USD 2320); model-level 'from' price, config-dependent; EUR@0.876 (xe 2026-07-23)",48,137,402,686,,40,1000,9.29,170,144.9,strain wave 50:1,0.153,"motor Nm/A_rms pre-gear (UM V3.42 Table 25-1); winding Y/D unstated; motor ver V3_MC1 (uncertain - see Notes); output Kt=Kt*ratio*eta",12.2,V/kRPM,"line-to-line, +-5% (Table 25-1)",0.069,"line-to-line, +-10% (Table 25-1)",unknown,5,26,56,IP54,EtherCAT / CANopen / Modbus,"NEW size not in existing DB. Avg-load torque=196Nm. Motor 10-pole 1000W@2000rpm (same motor as 142i). Version uncertain: listed=V3_MC1 (Kt0.153/Kv12.2/R0.069/26A/56Apk); alt V3_MC2 (Kt0.22/Kv13.5/R0.059/22A/71Apk). Module rated I 45A (Table 3-1). Enc 19-bit.",https://www.zeroerr.com/rotary_actuators/erob170i ; UM V3.42 (eRob_User_Manual_V3.42.pdf)
