layer,manufacturer,model,product_url,datasheet_url,datasheet_local,price_EUR,price_source,Voltage_V,Rated_Torque_Nm,Peak_Torque_Nm,Max_Momentary_Torque_Nm,Rated_Speed_RPM,Max_Speed_RPM,Rated_Power_W,Weight_kg,Diameter_mm,Length_mm,Reducer_or_Ratio,Kt_raw_Nm_per_A,Kt_ref,Kv_raw,Kv_unit,Kv_ref,R_raw_ohm,R_ref,Winding,Pole_Pairs,Cont_Current_A,Peak_Current_A,IP,Communication,Notes,Source
actuator,MyActuator,RMD-X10-P7-40-R-N / -C-N,https://www.myactuator.com/x10-40-details,https://www.myactuator.com/_files/archives/cab28a_3b056e2d89b0455fab5e14164e82937b.zip?dn=X10-40-240403.zip,RMD-X10-40_datasheet.pdf,575,"$625 USD (AIFITLAB, X10-40), @0.92 EUR/USD",48,12,40,,170,190,215,1.15,71,53,planetary 7:1,0.32,motor (before gearbox; motor torque const),30,rpm/V (motor speed const),motor,0.3,motor (wire resistance),,21,5.3,,,CAN BUS / RS485,"X10-40 (RMD-X10 V3, 1:7). RAW DATASHEET PDF gives rated 12 Nm @170 rpm, 215 W, overload x3, MOTOR Kt 0.32 Nm/A, motor Kv 30 rpm/V, R 0.3 ohm, L 0.13 mH, rotor inertia 5675 g.cm2. Peak 40 from model name. DISCREPANCY: AIFITLAB/website & existing DB row list rated 15 Nm / 265 W / 165 rpm - datasheet PDF differs. Dual encoder 14-bit in/out; backlash 7 arcmin; no brake.","RMD-X10-40_datasheet.pdf (MyActuator V3 download RMD-X10 1:7 V3.pdf, Apr 2024)"
actuator,MyActuator,RMD-X10-P35-100-R-N / -C-N,https://www.myactuator.com/x10-100-details,https://www.myactuator.com/_files/archives/cab28a_ec7248117963481faafbb6fdf7185e5e.zip?dn=X10-100-240403.zip,RMD-X10-100_datasheet.pdf,,,48,50,100,,50,,265,1.70,71,74,planetary 35:1,,,,,,,,,21,6.7,13.5,,CAN BUS / RS485,"X10-100 (RMD-X10-S2 V3). RAW DATASHEET: rated 50 Nm @50 rpm, peak 100 Nm, 265 W, eff 82%. Torque const / phase R not listed in datasheet table (blank, not guessed). Input encoder 16-bit / output 14-bit; back-drive 2.88 Nm; backlash 15 arcmin; inertia 198.6 kg.cm2; axial 1625 N / radial 2250 N; no brake (brake customizable). Matches existing DB row.","RMD-X10-100_datasheet.pdf (MyActuator V3 download RMD-X10-S2 V3.pdf, Apr 2024)"
actuator,MyActuator,EPS-RH-11-80-C-N-D,https://www.myactuator.com/rh-harmonicmotor,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf,MyActuator-2025-product-manual.pdf,,,24,5,21,,25,40,13,0.38,52,73,harmonic 80:1,3.65,"output (module, after gearbox)",12,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),2.7,motor phase,wye,13,1.4,5,,CAN BUS,"RH-11 (smallest harmonic; 80:1 only, CAN only). Module (output) Kt 3.65 Nm/A. L 0.47 mH; backlash <40 arcsec; dual encoder ABS-14BIT(in)/ABS-17BIT(out); standard without brake; IP54 optional. Currents A(rms). Stall: 21 Nm@5s.",https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p35-36)
actuator,MyActuator,EPS-RH-14-100-E-N-D,https://www.myactuator.com/rh-14details,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf,MyActuator-2025-product-manual.pdf,,,48,11,28,,25,30,28,0.78,64,81.7,harmonic 100:1,4,"output (module, after gearbox)",19.2,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.62,motor phase,wye,10,2.8,5.7,,CAN BUS / EtherCAT,"RH-14, 100:1 (standard only without brake). Module (output) Kt 4 Nm/A. 50:1 variant also offered: rated 5.5 / peak 14 Nm, 50 rpm, Kt 2 Nm/A. L 0.43 mH; backlash <40 arcsec; dual encoder ABS-17BIT/17BIT; IP54 optional. Currents A(rms). Stall: 27.5 Nm@8s.",https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p37-38)
actuator,MyActuator,EPS-RH-17-Lite-100-C-N-D,https://www.myactuator.com/rh-17details,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf,MyActuator-2025-product-manual.pdf,,,24,26,65,,20,25,55,0.8,70,77,harmonic 100:1,5.17,"output (module, after gearbox)",12.00,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.94,motor phase,wye,10,5.0,12.6,,CAN BUS,"RH-17 Lite (distinct low-cost 17 harmonic; 100:1, CAN only). Module (output) Kt 5.17 Nm/A. L 0.41 mH; backlash <40 arcsec; dual encoder ABS-14BIT/ABS-17BIT; without brake. Currents A(rms). Stall: 65 Nm@5s.",https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p39-40)
actuator,MyActuator,EPS-RH-17-100-E-N-D,https://www.myactuator.com/rh-17details,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf,MyActuator-2025-product-manual.pdf,869,"$945 USD (AIFITLAB, RH-17), @0.92 EUR/USD",48,35,54,,25,30,91,1.11,74,90.2,harmonic 100:1,7.4,"output (module, after gearbox)",19.2,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.7,motor phase,wye,10,4.7,7.4,,CAN BUS / EtherCAT,"RH-17, 100:1. Module (output) Kt 7.4 Nm/A. Brake variant EPS-RH-17-100-E-B-D: 1.28 kg, length 104 mm. 50:1 variant: rated 17.5 / peak 27 Nm, 50 rpm, Kt 3.7 Nm/A. L 0.47 mH; backlash <40 arcsec; dual encoder ABS-17BIT/17BIT; IP54 optional. Currents A(rms). Stall: 87.5 Nm@8s.",https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p41-42)
actuator,MyActuator,EPS-RH-20-100-E-N-D,https://www.myactuator.com/rh-20details,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf,MyActuator-2025-product-manual.pdf,,,48,50,80,,25,30,130,1.45,84,82.9,harmonic 100:1,7.3,"output (module, after gearbox)",19.2,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.36,motor phase,wye,10,6.8,10.6,,CAN BUS / EtherCAT,"RH-20, 100:1. Module (output) Kt 7.3 Nm/A. Brake variant -E-B-D: 1.75 kg, length 97.4 mm. 50:1 variant: rated 25 / peak 40 Nm, 50 rpm, Kt 3.65 Nm/A. L 0.51 mH; backlash <40 arcsec; dual encoder ABS-17BIT/17BIT; IP54 optional. Currents A(rms). Stall: 125 Nm@8s.",https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p43-44)
actuator,MyActuator,EPS-RH-25-100-E-N-D,https://www.myactuator.com/rh-25details,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf,MyActuator-2025-product-manual.pdf,1196,"$1300 USD (AIFITLAB, RH-25), @0.92 EUR/USD",48,108,157,,25,30,282,2.42,102,88.5,harmonic 100:1,10.1,"output (module, after gearbox)",19.2,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.16,motor phase,wye,10,10.6,14.1,,CAN BUS / EtherCAT,"RH-25, 100:1. Module (output) Kt 10.1 Nm/A. Brake variant -E-B-D: 2.74 kg, length 105.2 mm. 50:1 variant: rated 54 / peak 78.5 Nm, 50 rpm, Kt 5.05 Nm/A. L 0.33 mH; backlash <40 arcsec; dual encoder ABS-17BIT/17BIT; IP54 optional. Currents A(rms). Stall: 256 Nm@5s.",https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p45-46)
actuator,MyActuator,EPS-RH-32-100-E-N-D,https://www.myactuator.com/rh-32details,https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf,MyActuator-2025-product-manual.pdf,,,48,150,229,,18,20,282,4.32,132,108.4,harmonic 100:1,6.9,"output (module, after gearbox)",26.7,Vdc/krpm (motor back-EMF const),motor (bus Vdc referenced),0.08,motor phase,wye,10,21.8,32.1,,CAN BUS / EtherCAT,"RH-32, 100:1 (largest direct-sale harmonic). Module (output) Kt 6.9 Nm/A. Brake variant -E-B-D: 4.74 kg, length 125.3 mm. 50:1 variant: rated 75 / peak 114.5 Nm, 36 rpm, Kt 3.45 Nm/A. L 0.18 mH; backlash <40 arcsec; dual encoder ABS-17BIT/17BIT; IP54 optional. Currents A(rms). Stall: 270 Nm@5s.",https://dings-motion.squarespace.com/s/MyActuator-2025-product-manual.pdf (2025 catalog p47-48)
actuator,MyActuator,RMD-L-4005,https://www.myactuator.com/l-4005-details,https://www.myactuator.com/downloads-lseries,,,,12-24,,0.25,,,,,,40,,direct drive (no gearbox),,,,,,,,,,,,,CAN BUS / RS485,"L-4005 gimbal/direct-drive BLDC (KV variant -25T). Only peak torque 0.25 Nm published on distributor pages; rated torque/speed/Kt/R not obtained (left blank, not guessed). 18-bit magnetic encoder.",https://www.dingsmotionusa.com/rmd-l-4005 ; https://www.myactuator.com/l-4005-details
actuator,MyActuator,RMD-L-4010,https://www.myactuator.com/l-4010-details,https://www.myactuator.com/downloads-lseries,,,,12-24,,0.33,,,,,,40,,direct drive (no gearbox),,,,,,,,,,,,,CAN BUS / RS485,"L-4010 direct-drive BLDC. Only peak torque 0.33 Nm published; other params not obtained (blank, not guessed).",https://www.dingsmotionusa.com/rmd-l-4010 ; https://www.myactuator.com/l-4010-details
actuator,MyActuator,RMD-L-4015,https://www.myactuator.com/l-4015-details,https://www.myactuator.com/downloads-lseries,,,,16,0.22,0.49,,520,,100,0.12,39.6,33,direct drive (no gearbox),,,,,,,,,,1.88,,,CAN BUS / RS485,"L-4015 (KV variant -20T). Rated 0.22 / peak 0.49 Nm, 520 rpm, nominal 100 W, 16 V, 120 g, size 39.6 x 33 mm. Direct drive; 18-bit encoder. Kt/Kv/R not published.",Amazon RMD-L-4015-20T listing + https://www.dingsmotionusa.com/rmd-l-collection
actuator,MyActuator,RMD-L-5005,https://www.myactuator.com/l-5005-details,https://www.myactuator.com/downloads-lseries,,,,16,0.13,0.42,,1360,,100,0.092,50,,direct drive (no gearbox),,,,,,,,,,,,,CAN BUS / RS485,"L-5005 direct-drive. Rated 0.13 / peak 0.42 Nm, 1360 rpm, 16 V, 92 g, MC100 (100 W) drive. Kt/Kv/R not obtained.",https://www.dingsmotionusa.com/rmd-l-collection
actuator,MyActuator,RMD-L-5010,https://www.myactuator.com/l-5010-details,https://www.myactuator.com/downloads-lseries,,,,16,0.26,0.65,,600,,100,0.135,50,,direct drive (no gearbox),,,,,,,,,,,,,CAN BUS / RS485,"L-5010 (KV variant -35T) direct-drive. Rated 0.26 / peak 0.65 Nm, 600 rpm, 16 V, 135 g, MC100 (100 W). Kt/Kv/R not obtained.",https://www.dingsmotionusa.com/rmd-l-collection
actuator,MyActuator,RMD-L-5015,https://www.myactuator.com/l-5015-details,https://www.myactuator.com/downloads-lseries,,,,16,0.36,0.82,,350,,100,0.174,50,,direct drive (no gearbox),,,,,,,,,,,,,CAN BUS / RS485,"L-5015 (KV variant -10T) direct-drive. Rated 0.36 / peak 0.82 Nm, 350 rpm, 16 V, 174 g, MC100 (100 W). 18-bit encoder. Kt/Kv/R not obtained.",https://www.dingsmotionusa.com/rmd-l-collection ; Amazon RMD-L-5015-10T
actuator,MyActuator,RMD-L-7015,https://www.myactuator.com/l-7015-details,https://www.myactuator.com/downloads-lseries,,,,24,1,3.8,,580,805,200,0.36,70,,direct drive (no gearbox),0.28,"motor (direct drive, ratio 1:1)",34,rpm/V,motor,1.14,motor phase,,14,3.62,15,,CAN BUS / RS485,"L-7015 (KV variant -23T) direct-drive. Rated 1 / peak 3.8 Nm, 580 rpm (max 805), 200 W, 24 V, 360 g. Kt 0.28 Nm/A & Kv 34 rpm/V (motor, self-consistent Kt*Kv=9.5). 18-bit magnetic encoder.",https://rcdrone.top/products/myactuator-l-7015-bldc-servo-motor ; https://www.dingsmotionusa.com/rmd-l-7015
actuator,MyActuator,RMD-L-7025,https://www.myactuator.com/l-7025-details,https://www.myactuator.com/downloads-lseries,,,,24,1.6,4.1,,280,,200,0.54,70,,direct drive (no gearbox),,,,,,,,,14,,,,CAN BUS / RS485,"L-7025 (KV variant -28T) direct-drive. Rated 1.6 / peak 4.1 Nm, 280 rpm, 200 W, 24 V, 540 g. Kt/Kv/R not obtained (rcdrone page 404).",https://www.dingsmotionusa.com/rmd-l-7025 ; RobotShop RMD-L-7025-28T
actuator,MyActuator,RMD-L-9015,https://www.myactuator.com/l-9015-details,https://www.myactuator.com/downloads-lseries,,,,24,1.67,5,,290,500,200,0.65,90,,direct drive (no gearbox),0.45,"motor (direct drive, ratio 1:1)",21,rpm/V,motor,1.51,motor phase,,14,3.34,11,,CAN BUS / RS485,"L-9015 (KV variant -16T) direct-drive. Rated 1.67 / peak 5 Nm, 290 rpm (max 500), 200 W, 24 V, 650 g. Kt 0.45 Nm/A & Kv 21 rpm/V (motor). L 1.05 mH; rotor inertia 3271 g.cm2; 14-bit encoder. (Amazon lists 1.64 Nm variant.)",https://rcdrone.top/products/myactuator-l-9015-direct-drive-bldc-servo-motor ; https://www.dingsmotionusa.com/rmd-l-9015
actuator,MyActuator,RMD-L-9025,https://www.myactuator.com/l-9025-details,https://www.myactuator.com/downloads-lseries,,,,24,2.79,5.8,,130,280,200,0.88,90,,direct drive (no gearbox),0.76,"motor (direct drive, ratio 1:1)",12,rpm/V,motor,1.9,motor phase,,14,3.46,7.6,,CAN BUS / RS485,"L-9025 direct-drive (largest RMD-L). Rated 2.79 / peak 5.8 Nm, 130 rpm (max 280), 200 W, 24 V, 880 g. Kt 0.76 Nm/A & Kv 12 rpm/V (motor). 14-bit encoder; control precision 0.001 deg.",https://rcdrone.top/products/myactuator-l-9025-direct-drive-bldc-servo-motor ; https://www.dingsmotionusa.com/rmd-l-9025
